certify,approve,speccert,wouldyou,recert,subdisc,college,employ,workenv,workact,yearsmem
2,3,2,2,1,QP,M,E,I,C,2
5,5,5,1,4,BI,P,E,A,R,30
2,1,2,1,5,BI,M,E,A,R,3
1,2,1,1,5,BP,M,E,I,R,6
5,4,4,4,4,BI,P,E,A,R,3
5,5,5,5,5,CM,P,E,A,R,2
5,5,5,5,5,GV,P,E,G,R,50
3,4,2,1,3,SR,P,E,G,R,14
5,5,5,5,5,BE,P,E,I,R,3
5,5,5,5,5,CE,P,E,A,R,8
3,3,4,2,2,SS,P,E,A,E,7
5,5,5,5,5,BI,P,E,A,C,28
5,5,5,5,5,SS,P,E,A,R,15
1,3,3,2,2,CM,P,E,G,R,15
1,1,1,2,2,BI,P,E,G,C,44
5,5,5,5,5,PE,P,E,A,R,30
2,2,5,2,1,CM,P,E,A,E,8
4,5,5,5,2,PE,P,E,A,E,25
5,5,5,5,5,BE,M,E,I,R,9
4,3,5,5,1,BI,M,E,I,P,15
1,2,2,1,2,BI,P,E,A,C,23
1,1,3,1,1,BE,P,E,A,E,20
2,2,5,1,4,CM,P,E,A,E,15
4,4,5,2,3,SS,P,E,A,R,1
1,1,1,1,1,TH,M,I,A,S,1
2,4,5,2,2,QP,M,S,I,C,15
1,2,5,2,5,CM,P,S,I,C,16
1,2,4,1,4,PE,M,I,A,S,2
5,5,5,1,5,CM,P,E,A,R,12
2,5,2,2,5,SS,P,E,A,E,8
5,3,5,5,5,BE,P,E,A,E,18
1,1,2,4,4,QP,P,E,A,E,30
5,5,5,5,5,SS,P,E,A,R,24
2,2,5,4,5,PE,P,E,A,E,25
1,1,5,1,5,EN,P,E,I,R,3
1,1,4,2,1,TH,P,E,A,E,38
2,1,5,2,3,TH,P,E,A,R,2
2,4,5,1,5,EN,M,E,I,R,17
1,2,2,1,5,BP,P,E,I,C,20
5,5,5,5,5,BI,M,E,I,P,13
2,3,2,1,4,BP,M,E,I,C,7
5,5,5,2,5,BP,M,E,I,C,4
5,4,5,5,3,PE,P,E,I,C,12
5,3,3,1,3,CM,M,E,I,P,1
2,4,2,2,1,BP,B,E,A,R,25
2,4,1,4,1,CM,P,E,I,P,20
2,3,4,1,2,BP,P,E,I,P,20
5,5,5,5,5,SS,P,E,A,E,25
2,3,5,2,1,QP,M,E,I,P,8
2,2,1,4,1,EN,P,U,G,R,7
5,4,5,5,3,BE,P,R,I,C,33
5,5,3,5,1,SS,P,R,A,E,25
5,5,5,2,3,BP,P,E,I,P,20
5,5,5,5,5,BI,P,E,A,R,2
5,5,5,5,5,SS,P,R,A,E,40
5,5,5,5,1,TH,P,E,A,E,11
2,2,5,1,3,PE,M,E,I,P,11
1,2,5,2,5,CM,M,E,G,P,15
2,2,4,1,2,EN,M,E,I,C,14
1,1,2,1,1,CM,M,S,I,C,17
1,1,1,1,2,EN,M,E,G,P,7
5,5,5,1,1,CM,P,E,I,P,10
5,5,5,5,5,CE,P,E,A,E,21
2,3,2,2,4,BE,M,E,I,R,10
5,5,5,5,3,EN,P,E,G,R,20
5,4,2,4,2,BI,P,E,A,R,49
5,5,5,5,5,CM,M,E,I,R,5
5,4,5,1,5,CE,M,E,I,R,5
5,5,5,4,3,CM,M,E,I,P,12
5,5,5,2,5,PE,P,E,I,P,15
1,1,5,1,1,BE,P,E,A,E,28
3,2,2,2,1,BE,M,E,I,R,1
1,1,1,1,2,BI,P,E,A,R,8
2,2,5,4,2,BP,P,E,I,P,20
5,5,5,5,1,GV,M,E,G,P,10
5,5,3,4,5,CM,M,E,A,R,14
5,5,5,5,5,BE,P,E,A,R,28
5,5,5,2,1,BP,P,E,A,C,7
5,5,2,2,5,BI,M,E,I,C,10
1,2,4,5,5,BE,M,R,I,R,30
5,5,5,5,5,CE,P,E,A,E,4
5,5,5,5,5,BI,P,E,A,R,3
2,4,5,2,5,BA,M,I,A,S,3
5,5,5,5,5,BA,P,E,A,R,1
3,3,3,1,5,BA,P,E,A,R,12
1,1,5,1,1,PE,P,E,I,R,30
1,3,1,1,2,BE,P,U,A,E,20
5,5,5,5,3,BE,P,E,I,P,20
3,3,2,2,1,BA,P,S,I,P,1
3,4,3,2,4,BI,M,S,I,C,4
5,4,5,4,4,GV,P,E,G,P,25
1,3,2,5,5,SR,M,R,I,P,48
2,2,5,2,2,CE,P,E,A,E,18
4,3,4,5,4,CE,P,E,A,E,30
2,2,4,1,2,CE,P,E,A,R,15
5,5,5,2,1,EN,P,E,I,R,2
2,3,5,5,2,BA,P,E,A,R,4
2,3,5,5,4,BI,P,E,A,R,15
5,5,5,5,5,CE,P,E,A,E,8
5,5,5,5,5,PE,P,E,I,C,15
5,4,3,4,1,CM,M,E,G,R,6
1,2,2,1,5,BI,P,E,A,C,14
2,2,4,4,5,QP,M,E,A,E,3
5,3,5,1,5,BP,M,E,I,P,25
5,5,5,4,5,GV,M,E,G,P,7
5,4,5,2,3,QP,P,E,I,C,15
1,1,2,2,2,BI,P,E,G,C,14
1,1,2,1,2,BI,M,E,A,C,6
3,3,3,1,2,BP,P,E,I,P,15
5,5,5,5,5,BA,P,E,A,E,25
2,1,2,1,4,BI,P,E,A,P,20
5,5,5,3,5,GV,B,E,G,P,8
5,5,5,5,5,BI,P,E,A,P,20
1,1,1,2,4,BI,P,E,I,R,5
2,2,2,1,1,CM,P,E,I,P,12
4,4,5,4,3,BI,P,E,A,E,20
1,3,4,1,1,CM,P,E,A,R,1
5,5,5,5,5,CM,P,E,I,C,27
4,4,1,5,5,QP,P,E,I,R,2
5,5,5,5,3,BI,P,E,A,E,16
2,2,1,5,1,BI,P,E,A,R,12
1,1,1,2,3,BE,P,S,I,C,6
1,4,1,1,2,QP,M,E,I,P,6
5,5,5,5,5,PE,P,E,A,E,28
1,1,2,1,3,BI,P,E,I,C,16
1,1,5,1,1,QP,P,E,A,E,12
1,1,2,2,1,BE,M,E,I,C,9
2,4,2,2,5,BE,P,E,A,E,8
5,4,4,5,5,PE,P,E,I,P,12
4,4,3,4,1,SS,P,E,A,E,5
4,3,5,2,4,BE,M,I,A,S,3
5,5,5,2,3,SS,P,E,A,E,28
1,5,5,2,5,MR,M,E,I,C,2
2,5,5,2,5,BP,M,E,I,P,7
2,2,1,1,2,QP,P,E,A,E,7
5,5,5,5,5,SR,M,E,A,R,5
2,2,3,1,4,SP,P,E,A,E,2
1,2,5,1,5,PE,P,E,A,E,20
2,3,2,4,2,BP,M,E,A,R,15
5,5,5,4,5,BE,P,E,A,R,15
5,5,5,2,1,BI,P,E,A,R,3
4,4,4,5,3,BP,P,E,I,R,25
5,5,5,5,5,TH,P,E,A,R,30
5,5,5,4,2,BI,P,E,I,C,15
2,2,2,4,2,SR,M,S,I,C,40
5,4,5,2,3,BI,P,E,A,R,33
4,3,4,5,5,BP,P,E,G,R,25
2,2,5,4,4,PE,M,E,A,E,27
1,2,5,1,1,BP,M,E,I,C,4
5,5,5,2,5,SS,P,E,I,R,10
5,5,5,5,3,CM,P,E,G,R,7
2,1,5,5,3,QP,P,E,A,E,3
4,4,4,4,2,PE,P,E,A,R,6
4,4,5,5,5,QP,P,E,A,E,7
5,3,0,1,5,GV,M,E,G,C,4
5,5,3,5,5,GV,M,E,G,C,10
5,3,2,5,5,TH,P,E,A,R,4
5,5,5,3,5,BP,M,E,I,P,4
2,1,2,4,2,BE,M,E,I,C,24
2,3,5,2,5,BP,P,E,I,R,5
5,5,5,5,3,PE,P,S,I,C,5
5,5,5,4,5,BE,P,E,A,R,7
5,4,5,4,1,OT,P,E,A,E,4
2,3,2,2,5,BI,P,E,G,R,3
3,3,2,2,5,PE,B,E,I,P,1
2,1,3,2,1,BI,M,I,A,S,1
5,5,5,5,5,BI,P,E,G,R,10
5,5,5,1,5,PE,P,E,A,E,31
5,5,5,1,2,SR,M,E,I,P,12
2,4,2,2,2,PE,M,E,I,P,3
5,5,5,5,2,EN,P,E,A,E,25
5,5,5,1,5,BP,P,E,I,R,20
2,4,5,4,5,BI,P,E,G,R,34
1,2,4,1,5,BP,P,E,I,R,7
5,5,1,5,2,BI,P,E,A,R,10
1,1,5,1,2,BI,P,E,A,R,15
1,1,5,1,1,BI,P,E,A,R,14
5,5,5,5,5,CM,P,E,A,E,6
2,4,5,2,3,BE,M,I,A,S,3
1,2,5,2,5,BP,P,S,I,C,25
5,5,5,4,3,PE,P,E,A,P,10
5,5,5,5,1,BE,P,E,I,R,2
5,5,5,5,2,SR,P,E,A,P,20
1,2,5,5,5,SS,P,R,A,E,20
2,2,5,4,5,BE,M,E,G,R,6
2,2,4,2,3,CM,B,E,G,P,25
4,3,2,2,2,TH,P,E,A,E,10
2,2,2,2,2,SS,P,E,A,R,10
5,5,4,3,3,BP,P,E,I,P,17
5,0,4,5,2,SR,P,E,A,R,25
1,3,1,1,2,SS,P,U,I,P,20
2,2,3,2,3,BI,P,E,A,C,31
1,1,2,1,2,EN,P,E,A,R,4
3,3,4,2,4,PE,P,E,I,R,14
4,0,4,2,4,BP,M,E,I,C,12
5,5,5,5,5,BE,P,E,A,E,20
2,3,4,4,2,QP,P,E,A,E,30
3,2,2,2,4,BI,M,E,G,C,2
2,3,2,5,2,BE,B,R,I,P,53
2,1,0,5,1,BI,P,E,A,E,27
5,5,5,1,1,QP,M,E,I,C,5
1,2,3,5,3,BA,P,E,A,R,20
4,3,2,4,5,BP,M,E,I,C,9
2,4,1,2,2,BP,P,E,I,P,20
1,2,1,1,2,BP,M,E,I,P,4
1,1,5,1,5,BE,P,E,I,P,15
1,1,1,4,1,MR,M,I,A,R,1
1,3,4,5,2,BP,P,E,I,C,7
2,3,4,1,2,BI,P,E,A,R,30
1,2,2,1,5,BI,M,E,G,R,12
2,2,4,2,2,PE,P,E,A,E,25
1,1,5,2,1,QP,P,E,I,P,17
2,2,5,1,3,CM,P,R,A,R,38
4,5,4,5,1,BE,P,E,A,R,15
1,1,2,1,2,BP,P,S,I,C,14
5,5,5,5,5,CM,P,E,A,R,6
5,5,5,4,5,BE,M,E,I,P,15
2,4,1,5,5,BP,P,E,I,P,6
3,3,5,5,3,SP,P,E,A,E,24
5,5,5,4,5,CE,P,E,A,E,3
3,3,3,2,2,PE,M,E,I,C,1
1,2,4,4,2,PE,M,E,A,R,5
1,1,2,2,5,CM,P,E,I,P,3
5,3,3,2,5,CM,M,E,G,P,10
5,5,5,4,5,EN,P,E,A,C,15
2,2,5,3,1,PE,M,U,I,C,1
5,5,5,5,5,TH,M,E,A,R,10
5,5,5,5,5,BI,P,E,A,R,16
5,5,5,5,5,SR,P,E,I,R,17
3,3,5,5,5,BI,P,E,A,R,26
1,1,5,5,2,BE,P,E,A,E,20
3,3,2,3,2,BI,P,E,G,R,24
1,1,3,5,2,SR,P,R,A,R,48
1,2,2,1,2,CE,P,E,A,E,5
5,5,5,2,5,MR,P,E,A,E,20
5,5,5,3,2,BE,P,E,A,R,1
2,5,5,2,2,BI,P,E,A,P,25
5,4,5,5,5,BP,P,E,I,R,2
5,5,5,5,5,EN,P,E,G,P,30
5,4,5,5,5,SS,M,I,A,S,2
1,3,1,1,1,CE,P,E,A,E,20
5,5,5,3,3,CM,P,E,A,R,16
5,5,5,2,3,BI,M,E,A,R,3
4,3,4,2,2,QP,M,E,I,P,14
5,5,5,5,5,BI,P,E,A,E,30
5,5,5,5,5,BE,B,E,G,R,15
5,5,5,4,3,BI,M,E,G,P,10
2,4,3,2,2,SR,M,E,G,C,12
1,1,1,1,1,BI,M,E,G,R,22
5,5,4,5,1,BI,P,E,A,R,1
2,5,5,4,5,CM,M,R,I,P,10
5,5,5,5,5,BE,M,E,I,P,4
5,5,5,5,5,PE,P,E,A,E,17
5,3,5,5,5,SR,M,E,I,R,10
5,5,5,1,5,BI,P,E,A,R,10
1,1,2,1,2,BI,M,E,G,C,28
3,3,3,3,3,PE,P,E,A,R,3
1,3,1,1,1,BI,P,E,A,R,2
2,3,2,5,4,GV,M,R,G,C,40
2,4,5,4,2,BP,M,E,I,C,8
1,3,5,1,5,BE,M,E,I,P,18
2,3,3,2,2,BP,P,E,I,P,6
5,5,5,5,5,MR,M,S,I,C,30
2,1,5,1,2,SR,P,E,I,C,4
1,1,3,1,5,QP,P,E,A,E,24
5,5,5,5,5,SS,P,E,A,R,24
1,1,2,1,1,CM,P,E,I,C,5
1,2,4,1,2,BI,M,E,I,C,12
5,5,5,5,1,QP,M,R,I,P,20
1,1,5,5,1,PE,P,R,A,E,40
2,4,3,2,2,BI,M,E,A,E,1
5,5,5,5,1,QP,M,E,I,R,13
1,1,2,5,2,SS,P,R,A,R,20
2,2,1,1,1,BI,P,E,A,C,9
5,5,5,5,5,BE,P,E,A,E,20
1,2,2,1,4,BP,P,E,I,P,15
5,5,5,5,5,QP,M,E,I,P,13
1,1,2,2,1,GV,P,E,G,C,30
5,5,5,5,5,SS,P,E,G,R,2
1,1,2,1,5,BI,P,E,G,C,2
2,2,5,2,4,GV,B,E,G,P,15
1,1,2,2,2,BA,P,E,A,E,5
1,1,5,3,5,BI,P,E,A,E,25
2,2,4,1,2,PE,M,E,I,P,8
5,5,5,1,5,CM,P,S,I,R,18
5,5,5,4,5,PE,P,E,A,E,11
5,5,5,5,5,BI,P,E,A,E,31
5,5,5,3,3,BI,P,E,A,R,12
5,5,5,5,3,BE,P,R,I,C,4
5,5,5,2,2,PE,P,E,A,R,10
5,5,5,2,5,BI,M,E,A,C,5
2,2,3,2,2,BI,P,E,A,E,4
2,3,2,2,5,CE,P,E,A,R,14
1,1,1,1,4,BI,P,E,G,C,7
5,5,5,3,5,BI,P,E,A,R,10
5,5,5,5,5,SS,P,E,G,R,8
3,4,0,1,5,BI,P,E,G,P,20
2,3,2,1,2,SR,M,E,I,P,15
1,1,1,1,5,PE,P,E,A,E,15
1,1,2,1,5,BE,P,E,A,E,5
1,3,3,5,5,PE,P,R,I,C,42
1,1,1,1,4,BI,M,S,I,C,22
5,3,4,2,5,BI,P,E,A,R,3
5,5,5,1,5,SR,M,E,I,C,15
4,5,3,2,1,SR,P,E,G,R,19
2,2,2,4,5,GV,M,E,G,P,12
5,5,5,5,5,BP,P,E,I,R,20
2,2,3,1,2,PE,P,E,I,R,12
5,5,5,5,5,BA,P,E,A,E,24
5,5,5,5,2,BI,P,E,I,R,20
2,2,5,2,3,TH,P,E,A,R,17
5,4,5,4,5,BI,P,E,A,E,18
2,3,5,2,5,BI,P,E,A,R,16
1,1,1,1,5,BI,P,E,I,C,19
2,4,4,2,5,SR,N,E,I,R,1
1,0,5,1,5,BP,M,E,I,R,2
5,5,5,5,5,TH,M,E,A,E,22
5,5,5,4,5,BI,M,I,A,S,1
3,2,5,2,5,BI,P,E,A,E,23
1,1,5,1,2,MR,M,E,I,P,1
4,4,5,4,4,BE,P,E,A,E,24
2,3,1,2,2,CM,P,E,I,R,13
2,2,5,4,2,BA,P,E,A,R,18
1,2,1,3,2,EN,P,E,A,E,15
2,2,2,2,1,BI,P,R,A,R,5
5,5,5,4,2,BA,P,E,A,R,14
1,1,2,5,1,BE,P,R,A,E,33
5,4,5,2,5,BA,P,E,A,R,5
5,5,5,1,5,BI,M,E,G,R,18
1,1,1,2,1,BP,M,E,I,P,28
5,5,5,5,5,CM,P,E,I,P,20
5,5,5,5,5,BA,P,E,A,R,10
1,2,2,2,2,BP,P,E,A,E,5
5,4,5,2,5,BE,M,E,I,C,15
5,5,5,2,4,BI,P,S,G,C,47
1,1,1,1,1,BE,P,E,A,E,3
4,4,4,5,3,CM,B,E,I,R,20
1,1,1,1,5,BP,M,E,I,R,1
3,3,3,3,3,BE,P,E,I,C,10
1,1,4,2,2,BE,P,E,A,E,20
2,2,5,4,4,CM,M,E,I,P,16
5,4,5,1,5,PE,M,E,I,P,4
5,4,4,4,2,BI,M,E,I,P,5
1,1,1,1,1,QP,P,E,A,E,31
1,1,5,1,5,PE,P,E,A,O,30
2,2,1,1,2,BI,M,E,I,C,20
2,2,3,2,1,BE,P,E,A,E,10
5,5,5,1,5,PE,M,S,I,C,35
5,5,5,4,5,CE,M,E,A,C,6
1,1,2,1,1,QP,M,E,I,C,18
5,5,5,5,5,BP,P,E,I,P,15
5,5,5,5,3,CM,P,E,A,R,9
5,5,5,3,5,QP,B,E,I,P,7
5,5,5,5,5,PE,M,E,G,R,12
1,2,1,1,1,CM,M,R,G,R,30
5,5,5,5,5,PE,M,E,I,C,4
2,4,4,4,5,QP,M,S,I,C,18
1,2,2,1,1,QP,M,E,I,P,8
1,1,2,2,2,BI,P,E,A,E,30
2,3,2,5,2,SS,P,E,A,E,1
2,4,5,1,5,BI,P,E,I,C,15
5,5,5,5,5,SS,P,E,G,R,5
1,1,1,1,5,BI,P,S,I,P,20
2,2,2,2,5,BI,M,E,G,R,5
5,5,5,5,5,BE,P,S,I,C,23
5,5,5,5,5,BP,M,E,I,P,20
2,2,4,4,1,BI,M,I,A,S,6
1,1,2,1,4,BP,M,E,I,C,10
5,3,0,1,5,BE,M,S,I,C,1
2,0,1,1,1,SG,M,E,A,E,16
5,5,5,5,5,BA,P,E,A,R,9
5,5,5,5,5,BP,M,I,I,S,1
1,0,5,2,2,SR,M,R,G,C,54
1,1,5,1,1,QP,M,E,G,C,40
5,5,2,4,5,BE,P,E,A,E,20
5,5,5,1,5,SG,P,E,I,P,15
3,3,2,4,5,CM,M,E,G,C,39
1,1,2,5,2,BE,M,R,G,P,32
2,3,1,2,5,SR,M,E,G,R,12
2,2,2,1,5,GV,P,E,G,R,20
4,4,5,5,5,MR,M,E,I,P,1
5,5,5,5,5,GV,P,E,G,R,15
1,0,4,2,1,GV,M,E,G,R,11
5,5,5,5,5,BI,P,E,I,R,47
2,3,5,5,1,BE,P,S,I,C,30
5,5,5,5,5,SR,M,E,G,R,16
1,1,1,5,1,SS,P,R,G,R,35
3,3,3,2,1,SR,M,E,I,R,35
4,3,4,4,5,SS,P,E,I,R,2
2,3,2,2,2,QP,M,E,G,P,1
5,5,5,5,5,BI,M,E,G,R,14
2,2,5,2,5,EN,P,E,I,R,4
2,4,5,2,5,GV,P,E,G,P,30
5,5,5,4,5,GV,M,E,G,P,20
1,2,2,1,2,SS,P,E,I,C,13
2,3,2,5,5,BE,P,R,G,C,56
3,4,5,4,3,BE,M,E,G,P,14
5,5,5,5,5,GV,B,E,G,P,20
5,5,5,5,5,SS,P,E,I,C,2
5,5,3,5,1,BE,M,E,A,R,8
5,5,5,5,5,BE,P,E,G,R,10
1,1,1,1,1,BP,P,E,I,P,1
5,5,5,4,5,PE,P,E,A,E,6
1,1,1,1,1,QP,M,E,I,P,17
1,1,4,1,2,GV,P,E,G,C,20
1,1,3,1,2,BI,P,S,I,C,22
5,5,5,5,5,BE,P,E,A,E,9
5,5,5,2,5,BP,M,E,I,P,4
5,4,2,5,2,GV,P,S,A,R,8
1,1,1,1,1,QP,N,I,A,S,1
5,5,5,2,5,BP,M,E,I,P,24
5,5,5,3,3,EN,M,E,I,P,21
5,4,5,1,2,BI,M,E,A,R,7
2,4,4,3,4,BE,M,S,I,R,32
2,3,1,2,2,PE,P,E,A,E,10
1,1,5,1,2,QP,M,E,A,R,8
5,3,0,5,3,BI,P,E,A,R,27
1,1,2,1,1,EN,M,I,A,S,2
1,3,2,1,1,BI,P,E,G,C,20
5,5,5,5,1,BI,P,S,I,P,20
5,5,5,2,5,BP,M,E,I,R,11
2,2,3,1,2,PE,P,E,G,P,16
4,4,2,2,1,SR,M,E,I,P,8
2,2,2,2,4,QP,M,E,I,P,3
5,5,1,3,5,BI,P,E,I,C,3
1,1,1,1,5,SS,M,E,A,R,2
5,5,5,5,5,QP,P,E,I,C,11
5,5,5,5,5,CM,M,E,G,P,22
1,1,0,5,1,CM,M,R,A,R,50
2,4,3,2,4,PE,M,E,I,C,3
5,4,5,2,5,EN,M,E,G,P,18
2,2,1,2,5,BP,M,E,I,R,5
3,2,4,1,3,CE,P,E,I,R,5
5,5,5,5,5,SS,P,E,A,R,15
4,5,5,4,3,BE,P,E,I,P,37
2,2,3,1,4,PE,M,E,I,R,4
5,5,3,5,3,BI,P,E,A,C,20
1,2,5,1,2,CM,B,I,A,S,0
5,5,5,1,2,BI,M,E,A,P,5
5,5,5,5,5,BE,P,E,A,R,3
1,1,3,1,3,SR,P,E,A,E,20
2,2,2,2,2,BI,M,I,A,S,3
1,3,2,1,1,BE,M,I,A,S,1
1,1,5,1,5,TH,M,E,I,C,4
2,2,2,2,1,BI,P,R,A,R,49
1,3,2,3,5,BI,M,I,A,S,6
5,5,5,2,5,BP,M,E,I,R,6
2,1,4,1,3,BI,M,E,I,P,8
5,5,2,1,5,BP,P,E,I,C,7
5,5,5,5,5,GV,P,E,G,E,20
1,1,1,1,1,EN,P,S,G,C,2
5,5,5,5,5,QP,P,E,I,R,10
2,2,4,2,5,SS,M,E,G,C,1
1,2,2,2,4,BP,B,E,I,R,1
5,5,5,4,5,BI,M,E,I,C,1
1,3,1,1,1,QP,M,S,I,C,5
1,2,5,5,2,CM,P,E,A,E,30
1,1,4,1,3,BI,M,E,I,R,12
2,2,2,1,2,BI,P,E,A,R,12
5,5,5,5,5,BP,M,E,I,P,10
1,1,1,3,4,CE,P,E,A,R,10
5,5,1,1,1,BE,P,S,I,C,16
1,1,2,1,1,CE,P,E,I,P,20
3,3,3,5,3,BE,B,E,G,P,20
2,2,4,5,4,SS,P,R,A,R,52
3,2,5,1,5,BE,M,E,G,P,19
2,1,4,1,2,EN,M,I,A,S,3
1,1,5,1,1,BP,P,E,I,P,18
5,5,5,5,5,PE,P,E,A,R,36
2,3,5,2,5,EN,P,E,A,E,16
1,3,2,1,5,PE,M,E,I,C,9
1,2,2,2,1,SS,B,I,A,S,5
5,5,5,5,5,BP,P,E,I,C,27
1,2,5,1,2,BE,M,E,G,P,1
5,0,5,3,0,BE,P,E,A,R,15
3,3,2,5,2,BE,M,S,I,P,40
5,5,5,5,3,BP,M,E,I,P,15
5,5,5,5,5,BA,B,I,A,S,5
5,3,5,5,5,BE,P,E,A,E,3
2,5,5,4,1,BA,P,E,A,E,12
1,2,2,4,2,PE,P,E,A,E,25
5,5,5,5,5,BI,P,E,A,E,12
5,5,1,2,5,SR,M,E,I,P,5
2,3,2,2,4,BP,M,E,I,P,9
5,5,5,3,3,BP,P,E,I,C,20
2,2,3,2,2,BE,P,E,A,E,24
5,5,5,2,5,BE,P,E,A,E,25
5,5,5,5,5,CM,B,E,I,P,10
1,5,5,4,5,BP,M,E,I,P,4
5,5,5,5,3,BI,P,E,I,P,20
1,1,2,1,5,BI,P,E,A,C,20
2,2,1,1,4,BI,P,E,I,R,2
5,5,5,5,5,BI,P,E,A,R,2
1,1,2,2,2,PE,P,E,I,C,16
1,1,1,1,5,PE,P,E,I,R,18
3,3,2,4,3,PE,P,E,A,E,9
2,2,5,1,5,BP,P,E,I,C,15
1,3,1,5,2,SS,P,R,A,R,50
1,1,1,1,1,BE,P,R,I,R,40
2,4,5,2,1,BP,P,E,I,P,12
5,5,5,5,5,BP,P,E,I,R,25
1,1,2,1,2,EN,M,E,G,R,1
1,4,1,2,5,BP,P,E,I,P,10
5,5,5,5,5,TH,P,E,A,E,20
5,5,5,5,5,BE,P,E,A,R,21
5,4,5,2,5,BA,P,E,A,R,17
2,2,5,2,5,BE,P,E,A,R,3
1,2,4,2,1,SR,P,E,G,P,1
1,5,1,1,1,BI,P,E,I,P,25
2,2,1,2,1,QP,M,E,I,C,10
2,2,5,1,4,BI,P,E,A,P,18
5,5,5,5,5,SG,P,E,A,E,30
5,5,4,2,1,BP,B,I,A,S,2
5,5,5,4,5,CM,P,S,I,C,1
2,2,4,2,5,PE,P,E,I,P,12
2,4,2,2,1,BP,P,E,A,E,22
2,2,5,2,5,PE,P,U,I,R,17
5,5,5,5,3,BP,P,E,I,C,6
1,1,2,2,3,BP,M,E,I,C,1
1,1,2,1,4,BP,M,E,I,R,2
5,5,5,5,5,TH,M,S,A,C,5
1,1,2,2,1,PE,P,E,I,C,12
1,1,1,5,1,BI,P,E,A,C,1
5,4,5,5,5,BE,P,E,A,E,5
5,5,5,1,5,BI,M,E,I,R,6
4,3,5,2,5,BP,B,E,I,R,6
1,1,3,1,2,PE,P,E,I,P,24
2,5,2,5,5,BP,M,E,I,P,16
4,4,5,2,2,BE,P,E,A,E,12
2,2,1,2,1,BP,P,E,I,P,25
2,2,3,5,5,BE,P,S,I,P,1
4,4,2,2,5,BP,B,E,I,P,2
1,3,1,2,4,CM,M,E,G,R,12
5,5,5,5,5,CM,P,E,A,R,5
1,1,5,3,3,BP,P,E,A,P,20
1,3,3,1,5,BP,M,E,I,P,6
1,1,1,1,1,BP,M,E,I,P,10
1,2,2,2,2,BE,M,E,I,C,2
1,1,5,5,5,BE,P,E,A,E,2
1,1,1,1,1,BE,P,E,A,R,8
3,3,2,3,2,BI,P,E,A,E,1
5,5,5,3,3,SR,P,E,G,P,15
1,1,2,1,2,SR,P,E,A,E,15
5,5,5,5,3,GV,M,E,G,P,21
5,5,5,5,5,GV,P,E,G,C,5
5,5,5,5,5,SR,P,E,G,R,2
2,2,5,5,1,PE,P,E,A,R,22
1,2,1,1,1,BA,P,E,A,E,15
5,5,5,5,5,BI,M,I,A,S,6
2,1,4,1,5,SR,M,E,G,R,7
1,1,4,1,1,QP,P,E,A,E,14
5,5,5,2,5,PE,M,E,I,P,13
2,4,4,4,5,BA,P,E,A,E,10
5,5,3,5,5,CM,M,E,A,R,4
2,2,4,1,4,BI,M,E,G,P,2
4,5,4,4,5,BI,M,E,A,R,10
5,0,5,5,0,PE,P,E,A,R,18
3,3,5,1,3,BE,P,E,A,R,20
2,3,1,1,2,CM,P,E,A,R,6
2,1,5,4,5,BE,P,E,I,R,2
5,5,1,2,5,BP,M,E,A,R,15
5,3,5,2,5,CM,M,E,I,C,2
2,5,2,3,5,BI,P,E,A,R,14
2,2,5,1,1,PE,P,E,I,C,12
1,2,2,2,2,BI,P,E,A,R,25
2,2,2,1,2,BI,P,E,A,R,15
2,2,3,4,2,BE,P,E,G,R,4
2,0,2,5,3,QP,P,E,I,C,20
2,2,2,2,1,BI,M,E,A,C,4
1,1,2,4,2,SS,M,E,I,P,13
1,1,2,1,1,QP,M,E,A,C,15
5,5,5,2,1,QP,M,S,I,C,25
5,5,5,1,5,BE,P,E,A,R,10
5,4,5,5,3,TH,P,E,A,R,1
5,3,5,2,5,MR,M,E,I,C,2
5,5,2,5,1,SR,B,E,A,E,5
1,1,1,1,2,TH,P,E,A,R,22
5,4,2,4,1,BI,P,E,A,R,6
3,2,5,1,5,BE,P,E,A,R,4
2,2,3,1,5,SS,M,S,G,C,2
2,5,4,1,2,SR,P,E,A,E,14
1,3,2,2,4,BE,P,E,I,P,10
5,5,5,5,3,GV,M,E,G,P,6
5,5,5,5,5,SS,M,E,A,R,1
5,5,5,5,3,SR,P,E,G,R,22
2,0,4,2,3,SS,P,E,A,R,15
4,4,5,2,3,QP,P,E,I,C,12
1,2,3,1,3,SS,B,E,I,R,35
1,0,5,5,2,BI,P,E,A,R,32
1,1,2,1,1,BP,P,E,A,R,15
2,2,4,1,2,SG,P,E,A,R,12
2,2,2,1,3,BI,M,I,A,S,8
5,5,5,2,5,CE,M,E,I,C,5
1,2,3,1,1,BI,P,E,A,E,20
5,5,5,5,5,PE,P,E,I,P,10
5,5,1,5,1,BI,P,E,I,C,11
2,3,2,2,4,CM,P,E,A,R,5
1,3,5,1,1,SR,P,E,A,E,12
1,2,2,2,1,GV,M,E,G,P,4
2,0,4,1,5,SS,P,S,I,C,14
5,5,5,1,5,QP,M,E,I,C,5
5,5,5,2,5,BP,M,E,I,R,3
4,4,5,3,5,PE,P,E,G,C,1
1,1,2,1,1,GV,M,E,G,P,4
3,5,5,4,3,BP,M,E,I,P,7
1,2,2,1,1,BE,P,E,I,P,12
